cement,slag,ash,water,superplastic,coarseagg,fineagg,age,strength,cement_cat,slag_cat,ash_cat,water_cat,superplastic_cat,coarseagg_cat,fineagg_cat,age_cat
331.0,0.0,0.0,192.0,0.0,978.0,825.0,3,13.52,hoch,niedrig,niedrig,mittel,niedrig,mittel,hoch,niedrig
133.1,210.2,0.0,195.7,3.1,949.4,795.3,28,28.94,niedrig,hoch,niedrig,hoch,mittel,mittel,mittel,niedrig
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,28,24.9,niedrig,niedrig,hoch,mittel,mittel,hoch,mittel,niedrig
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,56,53.72,niedrig,hoch,hoch,mittel,mittel,mittel,niedrig,hoch
145.0,0.0,134.0,181.0,11.0,979.0,812.0,28,13.2,niedrig,niedrig,hoch,mittel,hoch,mittel,hoch,niedrig
277.0,0.0,0.0,191.0,0.0,968.0,856.0,3,11.36,mittel,niedrig,niedrig,mittel,niedrig,mittel,hoch,niedrig
339.0,0.0,0.0,197.0,0.0,968.0,781.0,365,38.89,hoch,niedrig,niedrig,hoch,niedrig,mittel,mittel,hoch
143.6,0.0,174.9,158.4,17.9,942.7,844.5,28,15.42,niedrig,niedrig,hoch,niedrig,hoch,mittel,hoch,niedrig
210.7,316.1,0.0,185.7,0.0,977.0,689.3,7,21.82,niedrig,hoch,niedrig,mittel,niedrig,mittel,niedrig,niedrig
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,77.3,hoch,hoch,niedrig,niedrig,hoch,mittel,mittel,hoch
260.9,100.5,78.3,200.6,8.6,864.5,761.5,28,32.4,mittel,mittel,mittel,hoch,mittel,niedrig,mittel,niedrig
305.3,203.5,0.0,203.5,0.0,965.4,631.0,3,14.14,mittel,hoch,niedrig,hoch,niedrig,mittel,niedrig,niedrig
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,100,33.54,niedrig,niedrig,hoch,mittel,mittel,hoch,mittel,hoch
500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28,69.84,hoch,niedrig,niedrig,niedrig,mittel,hoch,niedrig,niedrig
475.0,0.0,0.0,228.0,0.0,932.0,594.0,7,38.6,hoch,niedrig,niedrig,hoch,niedrig,niedrig,niedrig,niedrig
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,100,40.86,mittel,niedrig,hoch,hoch,mittel,hoch,mittel,hoch
439.0,177.0,0.0,186.0,11.1,884.9,707.9,7,56.1,hoch,hoch,niedrig,mittel,hoch,niedrig,niedrig,niedrig
393.0,0.0,0.0,192.0,0.0,940.0,758.0,3,19.11,hoch,niedrig,niedrig,mittel,niedrig,niedrig,mittel,niedrig
238.1,0.0,94.1,186.7,7.0,949.9,847.0,28,30.23,mittel,niedrig,mittel,mittel,mittel,mittel,hoch,niedrig
491.0,26.0,123.0,201.0,3.9,822.0,699.0,56,61.86,hoch,mittel,hoch,hoch,mittel,niedrig,niedrig,hoch
491.0,26.0,123.0,210.0,3.9,882.0,699.0,56,59.59,hoch,mittel,hoch,hoch,mittel,niedrig,niedrig,hoch
388.6,97.1,0.0,157.9,12.1,852.1,925.7,56,55.2,hoch,mittel,niedrig,niedrig,hoch,niedrig,hoch,hoch
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7,14.84,mittel,niedrig,niedrig,mittel,niedrig,hoch,mittel,niedrig
250.0,0.0,95.7,187.4,5.5,956.9,861.2,56,38.33,mittel,niedrig,mittel,mittel,mittel,mittel,hoch,hoch
339.0,0.0,0.0,197.0,0.0,968.0,781.0,14,27.04,hoch,niedrig,niedrig,hoch,niedrig,mittel,mittel,niedrig
332.5,142.5,0.0,228.0,0.0,932.0,594.0,180,39.78,hoch,hoch,niedrig,hoch,niedrig,niedrig,niedrig,hoch
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,3,15.52,niedrig,mittel,hoch,niedrig,mittel,hoch,mittel,niedrig
380.0,95.0,0.0,228.0,0.0,932.0,594.0,180,40.76,hoch,mittel,niedrig,hoch,niedrig,niedrig,niedrig,hoch
380.0,0.0,0.0,228.0,0.0,932.0,670.0,270,53.3,hoch,niedrig,niedrig,hoch,niedrig,niedrig,niedrig,hoch
288.0,121.0,0.0,177.0,7.0,908.0,829.0,28,42.13,mittel,hoch,niedrig,mittel,mittel,niedrig,hoch,niedrig
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,100,47.74,niedrig,niedrig,hoch,niedrig,hoch,mittel,hoch,hoch
200.0,133.0,0.0,192.0,0.0,965.4,806.2,90,43.25,niedrig,hoch,niedrig,mittel,niedrig,mittel,hoch,hoch
387.0,20.0,94.0,157.0,13.9,938.0,845.0,3,25.51,hoch,mittel,mittel,niedrig,hoch,niedrig,hoch,niedrig
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,7,18.91,mittel,niedrig,niedrig,mittel,niedrig,hoch,mittel,niedrig
322.2,0.0,115.6,196.0,10.4,817.9,813.4,28,31.18,hoch,niedrig,hoch,hoch,hoch,niedrig,hoch,niedrig
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,14,29.93,mittel,niedrig,hoch,mittel,mittel,hoch,mittel,niedrig
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,35.36,hoch,mittel,mittel,niedrig,hoch,mittel,niedrig,niedrig
304.0,76.0,0.0,228.0,0.0,932.0,670.0,270,54.38,mittel,mittel,niedrig,hoch,niedrig,niedrig,niedrig,hoch
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,3,11.85,mittel,niedrig,niedrig,mittel,niedrig,hoch,hoch,niedrig
405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28,52.3,hoch,niedrig,niedrig,mittel,niedrig,hoch,niedrig,niedrig
321.0,164.0,0.0,190.0,5.0,870.0,774.0,28,57.21,mittel,hoch,niedrig,mittel,mittel,niedrig,mittel,niedrig
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7,14.2,mittel,niedrig,niedrig,mittel,niedrig,hoch,hoch,niedrig
149.0,117.6,91.7,182.9,7.1,953.4,780.3,28,23.52,niedrig,hoch,mittel,mittel,mittel,mittel,mittel,niedrig
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,7,8.0,niedrig,hoch,niedrig,mittel,niedrig,hoch,mittel,niedrig
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,39.3,hoch,mittel,mittel,niedrig,hoch,mittel,niedrig,niedrig
401.8,94.7,0.0,147.4,11.4,946.8,852.1,7,54.1,hoch,mittel,niedrig,niedrig,hoch,mittel,hoch,niedrig
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3,14.31,hoch,niedrig,niedrig,mittel,niedrig,hoch,hoch,niedrig
198.6,132.4,0.0,192.0,0.0,978.4,825.5,180,41.72,niedrig,hoch,niedrig,mittel,niedrig,mittel,hoch,hoch
222.4,0.0,96.7,189.3,4.5,967.1,870.3,100,40.71,mittel,niedrig,mittel,mittel,mittel,mittel,hoch,hoch
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,14,29.55,niedrig,mittel,hoch,niedrig,hoch,hoch,niedrig,niedrig
255.0,0.0,0.0,192.0,0.0,889.8,945.0,28,18.75,mittel,niedrig,niedrig,mittel,niedrig,niedrig,hoch,niedrig
255.3,98.8,77.0,188.6,6.5,919.0,749.3,28,33.8,mittel,mittel,mittel,mittel,mittel,niedrig,niedrig,niedrig
322.0,0.0,116.0,196.0,10.0,818.0,813.0,28,31.18,mittel,niedrig,hoch,hoch,hoch,niedrig,hoch,niedrig
266.2,112.3,87.5,177.9,10.4,909.7,744.5,28,39.42,mittel,mittel,mittel,mittel,hoch,niedrig,niedrig,niedrig
480.0,0.0,0.0,192.0,0.0,936.2,712.2,3,24.4,hoch,niedrig,niedrig,mittel,niedrig,niedrig,niedrig,niedrig
250.0,0.0,95.7,191.8,5.3,948.9,857.2,3,8.49,mittel,niedrig,mittel,mittel,mittel,mittel,hoch,niedrig
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,28,26.4,niedrig,niedrig,hoch,niedrig,mittel,hoch,hoch,niedrig
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14,38.6,mittel,mittel,hoch,niedrig,hoch,hoch,mittel,niedrig
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100,66.95,mittel,mittel,mittel,niedrig,hoch,hoch,mittel,hoch
385.0,0.0,136.0,158.0,20.0,903.0,768.0,28,55.55,hoch,niedrig,hoch,niedrig,hoch,niedrig,mittel,niedrig
307.0,0.0,0.0,193.0,0.0,968.0,812.0,3,12.54,mittel,niedrig,niedrig,hoch,niedrig,mittel,hoch,niedrig
295.7,0.0,95.6,171.5,8.9,955.1,859.2,28,39.94,mittel,niedrig,mittel,niedrig,mittel,mittel,hoch,niedrig
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,3,23.52,mittel,niedrig,hoch,niedrig,hoch,hoch,mittel,niedrig
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,28,55.94,hoch,niedrig,niedrig,mittel,niedrig,hoch,niedrig,niedrig
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7,12.73,mittel,niedrig,niedrig,mittel,niedrig,hoch,hoch,niedrig
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,56,39.27,mittel,niedrig,hoch,hoch,mittel,hoch,mittel,hoch
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,14,59.76,hoch,niedrig,niedrig,mittel,niedrig,hoch,niedrig,niedrig
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,28,24.85,niedrig,niedrig,hoch,niedrig,hoch,hoch,mittel,niedrig
387.0,20.0,94.0,157.0,14.3,938.0,845.0,7,36.84,hoch,mittel,mittel,niedrig,hoch,niedrig,hoch,niedrig
173.0,116.0,0.0,192.0,0.0,946.8,856.8,7,11.39,niedrig,mittel,niedrig,mittel,niedrig,mittel,hoch,niedrig
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,56,28.63,niedrig,niedrig,hoch,mittel,mittel,hoch,mittel,hoch
310.0,0.0,0.0,192.0,0.0,970.0,850.0,28,27.92,mittel,niedrig,niedrig,mittel,niedrig,mittel,hoch,niedrig
254.0,0.0,0.0,198.0,0.0,968.0,863.0,3,9.31,mittel,niedrig,niedrig,hoch,niedrig,mittel,hoch,niedrig
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,14,22.72,niedrig,niedrig,hoch,niedrig,hoch,hoch,mittel,niedrig
145.0,0.0,179.0,202.0,8.0,824.0,869.0,28,10.54,niedrig,niedrig,hoch,hoch,mittel,niedrig,hoch,niedrig
277.1,0.0,97.4,160.6,11.8,973.9,875.6,3,23.14,mittel,niedrig,mittel,niedrig,hoch,mittel,hoch,niedrig
289.0,0.0,0.0,192.0,0.0,913.2,895.3,3,11.65,mittel,niedrig,niedrig,mittel,niedrig,niedrig,hoch,niedrig
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28,31.9,hoch,niedrig,niedrig,mittel,niedrig,hoch,mittel,niedrig
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7,7.84,niedrig,niedrig,niedrig,mittel,niedrig,hoch,hoch,niedrig
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28,25.22,mittel,niedrig,niedrig,mittel,niedrig,hoch,mittel,niedrig
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,14,20.08,mittel,niedrig,hoch,hoch,mittel,hoch,mittel,niedrig
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7,46.8,hoch,mittel,niedrig,niedrig,hoch,niedrig,mittel,niedrig
238.1,0.0,94.1,186.7,7.0,949.9,847.0,56,39.59,mittel,niedrig,mittel,mittel,mittel,mittel,hoch,hoch
284.0,15.0,141.0,179.0,5.5,842.0,801.0,3,13.4,mittel,mittel,hoch,mittel,mittel,niedrig,mittel,niedrig
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,3,15.05,hoch,niedrig,niedrig,mittel,niedrig,hoch,hoch,niedrig
152.0,178.0,139.0,168.0,18.0,944.0,695.0,28,36.35,niedrig,hoch,hoch,niedrig,hoch,mittel,niedrig,niedrig
160.2,188.0,146.4,203.2,11.3,828.7,709.7,28,35.31,niedrig,hoch,hoch,hoch,hoch,niedrig,niedrig,niedrig
202.0,11.0,141.0,206.0,1.7,942.0,801.0,7,15.07,niedrig,mittel,hoch,hoch,mittel,mittel,mittel,niedrig
194.7,0.0,100.5,170.2,7.5,998.0,901.8,3,12.18,niedrig,niedrig,hoch,niedrig,mittel,mittel,hoch,niedrig
156.0,178.0,187.0,221.0,7.0,854.0,614.0,28,29.41,niedrig,hoch,hoch,hoch,mittel,niedrig,niedrig,niedrig
222.4,0.0,96.7,189.3,4.5,967.1,870.3,14,24.45,mittel,niedrig,mittel,mittel,mittel,mittel,hoch,niedrig
143.8,136.3,106.2,178.1,7.5,941.5,774.3,28,26.15,niedrig,hoch,hoch,mittel,mittel,mittel,mittel,niedrig
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,100,48.15,niedrig,mittel,hoch,niedrig,hoch,hoch,mittel,hoch
266.0,114.0,0.0,228.0,0.0,932.0,670.0,90,47.03,mittel,mittel,niedrig,hoch,niedrig,niedrig,niedrig,hoch
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,56,33.96,niedrig,niedrig,hoch,niedrig,mittel,hoch,hoch,hoch
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28,33.61,hoch,niedrig,niedrig,mittel,niedrig,hoch,hoch,niedrig
380.0,95.0,0.0,228.0,0.0,932.0,594.0,7,32.82,hoch,mittel,niedrig,hoch,niedrig,niedrig,niedrig,niedrig
151.0,0.0,184.0,167.0,12.0,991.0,772.0,28,15.57,niedrig,niedrig,hoch,niedrig,hoch,mittel,mittel,niedrig
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,3,16.28,hoch,niedrig,niedrig,hoch,niedrig,mittel,mittel,niedrig
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,28,38.5,niedrig,niedrig,hoch,niedrig,mittel,hoch,mittel,niedrig
310.0,0.0,0.0,192.0,0.0,971.0,850.6,3,9.87,mittel,niedrig,niedrig,mittel,niedrig,mittel,hoch,niedrig
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,34.49,mittel,niedrig,niedrig,hoch,niedrig,mittel,hoch,hoch
166.0,259.7,0.0,183.2,12.7,858.8,826.8,28,37.92,niedrig,hoch,niedrig,mittel,hoch,niedrig,hoch,niedrig
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7,11.48,mittel,niedrig,niedrig,mittel,niedrig,hoch,mittel,niedrig
475.0,118.8,0.0,181.1,8.9,852.1,781.5,28,68.3,hoch,hoch,niedrig,mittel,mittel,niedrig,mittel,niedrig
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,28,24.54,mittel,niedrig,hoch,hoch,mittel,hoch,mittel,niedrig
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,7,9.62,niedrig,hoch,niedrig,mittel,niedrig,hoch,niedrig,niedrig
139.9,132.6,103.3,200.3,7.4,916.0,753.4,28,36.44,niedrig,hoch,hoch,hoch,mittel,niedrig,niedrig,niedrig
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3,14.99,hoch,niedrig,niedrig,mittel,niedrig,hoch,hoch,niedrig
157.0,236.0,0.0,192.0,0.0,935.4,781.2,3,9.69,niedrig,hoch,niedrig,mittel,niedrig,niedrig,mittel,niedrig
122.6,183.9,0.0,203.5,0.0,958.2,800.1,7,10.35,niedrig,hoch,niedrig,hoch,niedrig,mittel,mittel,niedrig
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,14,26.05,mittel,niedrig,hoch,niedrig,hoch,hoch,mittel,niedrig
331.0,0.0,0.0,192.0,0.0,978.0,825.0,90,37.23,hoch,niedrig,niedrig,mittel,niedrig,mittel,hoch,hoch
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,28,25.18,mittel,niedrig,niedrig,mittel,niedrig,hoch,mittel,niedrig
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56,53.77,niedrig,mittel,hoch,niedrig,mittel,mittel,mittel,hoch
374.3,0.0,0.0,190.2,6.7,1013.2,730.4,28,39.06,hoch,niedrig,niedrig,mittel,mittel,hoch,niedrig,niedrig
287.3,120.5,93.9,187.6,9.2,904.4,695.9,28,43.8,mittel,hoch,mittel,mittel,hoch,niedrig,niedrig,niedrig
298.1,0.0,107.0,186.4,6.1,879.0,815.2,28,42.64,mittel,niedrig,hoch,mittel,mittel,niedrig,hoch,niedrig
190.0,190.0,0.0,228.0,0.0,932.0,670.0,365,53.69,niedrig,hoch,niedrig,hoch,niedrig,niedrig,niedrig,hoch
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,28,34.29,hoch,niedrig,niedrig,mittel,niedrig,hoch,mittel,niedrig
303.6,139.9,0.0,213.5,6.2,895.5,722.5,28,33.42,mittel,hoch,niedrig,hoch,mittel,niedrig,niedrig,niedrig
350.0,0.0,0.0,203.0,0.0,974.0,775.0,28,27.34,hoch,niedrig,niedrig,hoch,niedrig,mittel,mittel,niedrig
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,3,7.4,niedrig,mittel,hoch,niedrig,hoch,hoch,mittel,niedrig
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7,21.16,hoch,niedrig,niedrig,mittel,niedrig,hoch,mittel,niedrig
252.3,0.0,98.8,146.3,14.2,987.8,889.0,3,21.78,mittel,niedrig,mittel,niedrig,hoch,mittel,hoch,niedrig
380.0,95.0,0.0,228.0,0.0,932.0,594.0,365,43.7,hoch,mittel,niedrig,hoch,niedrig,niedrig,niedrig,hoch
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180,51.04,hoch,niedrig,niedrig,hoch,niedrig,hoch,niedrig,hoch
249.1,0.0,98.8,158.1,12.8,987.8,889.0,28,30.85,mittel,niedrig,mittel,niedrig,hoch,mittel,hoch,niedrig
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,56,53.46,niedrig,mittel,hoch,niedrig,mittel,hoch,mittel,hoch
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28,22.49,hoch,niedrig,niedrig,mittel,niedrig,hoch,mittel,niedrig
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28,44.09,hoch,niedrig,niedrig,hoch,niedrig,hoch,niedrig,niedrig
212.0,141.3,0.0,203.5,0.0,973.4,750.0,28,33.0,niedrig,hoch,niedrig,hoch,niedrig,mittel,niedrig,niedrig
255.0,0.0,0.0,192.0,0.0,889.8,945.0,7,10.22,mittel,niedrig,niedrig,mittel,niedrig,niedrig,hoch,niedrig
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7,13.09,mittel,hoch,niedrig,mittel,niedrig,hoch,niedrig,niedrig
192.0,288.0,0.0,192.0,0.0,929.8,716.1,28,39.32,niedrig,hoch,niedrig,mittel,niedrig,niedrig,niedrig,niedrig
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,100,50.08,niedrig,niedrig,hoch,niedrig,hoch,hoch,mittel,hoch
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,3,9.45,niedrig,niedrig,hoch,niedrig,hoch,hoch,mittel,niedrig
540.0,0.0,0.0,162.0,2.5,1040.0,676.0,28,79.99,hoch,niedrig,niedrig,niedrig,mittel,hoch,niedrig,niedrig
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3,hoch,hoch,niedrig,niedrig,hoch,mittel,mittel,hoch
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28,52.2,mittel,mittel,hoch,niedrig,hoch,hoch,mittel,niedrig
289.0,0.0,0.0,192.0,0.0,913.2,895.3,7,14.6,mittel,niedrig,niedrig,mittel,niedrig,niedrig,hoch,niedrig
108.3,162.4,0.0,203.5,0.0,938.2,849.0,28,20.59,niedrig,hoch,niedrig,hoch,niedrig,niedrig,hoch,niedrig
210.7,316.1,0.0,185.7,0.0,977.0,689.3,28,37.81,niedrig,hoch,niedrig,mittel,niedrig,mittel,niedrig,niedrig
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3,hoch,hoch,niedrig,niedrig,hoch,mittel,mittel,niedrig
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,28,25.73,niedrig,hoch,niedrig,mittel,niedrig,hoch,niedrig,niedrig
140.0,164.0,128.0,237.0,6.0,869.0,656.0,28,35.23,niedrig,hoch,hoch,hoch,mittel,niedrig,niedrig,niedrig
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90,69.66,hoch,niedrig,niedrig,mittel,niedrig,hoch,niedrig,hoch
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28,18.2,niedrig,hoch,niedrig,mittel,niedrig,hoch,mittel,niedrig
150.9,0.0,183.9,166.6,11.6,991.2,772.2,28,15.57,niedrig,niedrig,hoch,niedrig,hoch,mittel,mittel,niedrig
469.0,117.2,0.0,137.8,32.2,852.1,840.5,7,54.9,hoch,hoch,niedrig,niedrig,hoch,niedrig,hoch,niedrig
290.4,0.0,96.2,168.1,9.4,961.2,865.0,100,48.97,mittel,niedrig,mittel,niedrig,hoch,mittel,hoch,hoch
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,100,56.81,niedrig,mittel,hoch,niedrig,mittel,hoch,mittel,hoch
250.2,166.8,0.0,203.5,0.0,977.6,694.1,7,19.35,mittel,hoch,niedrig,hoch,niedrig,mittel,niedrig,niedrig
236.0,0.0,0.0,194.0,0.0,968.0,885.0,28,18.42,mittel,niedrig,niedrig,hoch,niedrig,mittel,hoch,niedrig
192.0,288.0,0.0,192.0,0.0,929.8,716.1,7,21.48,niedrig,hoch,niedrig,mittel,niedrig,niedrig,niedrig,niedrig
333.0,17.5,163.0,167.0,17.9,996.0,652.0,28,47.28,hoch,mittel,hoch,niedrig,hoch,mittel,niedrig,niedrig
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28,21.07,niedrig,hoch,niedrig,mittel,niedrig,hoch,niedrig,niedrig
252.3,0.0,98.8,146.3,14.2,987.8,889.0,28,50.6,mittel,niedrig,mittel,niedrig,hoch,mittel,hoch,niedrig
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,38.02,hoch,mittel,mittel,niedrig,hoch,mittel,niedrig,niedrig
254.0,0.0,0.0,198.0,0.0,968.0,863.0,365,29.79,mittel,niedrig,niedrig,hoch,niedrig,mittel,hoch,hoch
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360,42.13,hoch,niedrig,niedrig,mittel,niedrig,hoch,hoch,hoch
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,3,15.61,niedrig,niedrig,hoch,niedrig,hoch,hoch,mittel,niedrig
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,28,29.65,mittel,niedrig,hoch,mittel,mittel,hoch,mittel,niedrig
194.7,0.0,100.5,170.2,7.5,998.0,901.8,56,43.39,niedrig,niedrig,hoch,niedrig,mittel,mittel,hoch,hoch
135.0,105.0,193.0,196.0,6.0,965.0,643.0,28,21.91,niedrig,mittel,hoch,hoch,mittel,mittel,niedrig,niedrig
277.1,0.0,97.4,160.6,11.8,973.9,875.6,28,48.28,mittel,niedrig,mittel,niedrig,hoch,mittel,hoch,niedrig
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,100,43.58,mittel,niedrig,hoch,mittel,mittel,hoch,mittel,hoch
387.0,20.0,94.0,157.0,14.3,938.0,845.0,3,22.75,hoch,mittel,mittel,niedrig,hoch,niedrig,hoch,niedrig
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,3,33.8,hoch,niedrig,niedrig,mittel,niedrig,hoch,niedrig,niedrig
151.0,0.0,185.0,167.0,16.0,1074.0,678.0,28,13.46,niedrig,niedrig,hoch,niedrig,hoch,hoch,niedrig,niedrig
146.5,114.6,89.3,201.9,8.8,860.0,829.5,28,19.99,niedrig,mittel,mittel,hoch,mittel,niedrig,hoch,niedrig
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3,hoch,hoch,niedrig,niedrig,hoch,mittel,mittel,hoch
313.3,145.0,0.0,178.5,8.0,1001.9,688.7,28,41.05,mittel,hoch,niedrig,mittel,mittel,mittel,niedrig,niedrig
250.2,166.8,0.0,203.5,0.0,977.6,694.1,28,36.96,mittel,hoch,niedrig,hoch,niedrig,mittel,niedrig,niedrig
374.0,0.0,0.0,190.0,7.0,1013.0,730.0,28,39.05,hoch,niedrig,niedrig,mittel,mittel,hoch,niedrig,niedrig
146.0,230.0,0.0,202.0,3.0,827.0,872.0,28,33.06,niedrig,hoch,niedrig,hoch,mittel,niedrig,hoch,niedrig
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,28,31.12,niedrig,mittel,hoch,niedrig,hoch,hoch,mittel,niedrig
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,14,20.92,niedrig,niedrig,hoch,mittel,mittel,hoch,mittel,niedrig
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,7,30.14,hoch,niedrig,niedrig,mittel,niedrig,hoch,niedrig,niedrig
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,56,44.4,niedrig,niedrig,hoch,niedrig,hoch,mittel,hoch,hoch
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,28,24.5,mittel,niedrig,niedrig,mittel,niedrig,hoch,hoch,niedrig
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180,71.62,hoch,niedrig,niedrig,mittel,niedrig,hoch,niedrig,hoch
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,56,36.3,hoch,niedrig,niedrig,hoch,niedrig,mittel,mittel,hoch
314.0,0.0,113.0,170.0,10.0,925.0,783.0,28,38.46,mittel,niedrig,hoch,niedrig,hoch,niedrig,mittel,niedrig
298.0,0.0,107.0,164.0,13.0,953.0,784.0,28,35.86,mittel,niedrig,hoch,niedrig,hoch,mittel,mittel,niedrig
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,100,40.15,mittel,niedrig,hoch,hoch,mittel,hoch,mittel,hoch
296.0,0.0,106.7,221.4,10.5,819.2,778.4,28,31.42,mittel,niedrig,hoch,hoch,hoch,niedrig,mittel,niedrig
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,14,20.73,mittel,niedrig,hoch,hoch,mittel,hoch,mittel,niedrig
153.0,102.0,0.0,192.0,0.0,888.0,943.1,3,4.78,niedrig,mittel,niedrig,mittel,niedrig,niedrig,hoch,niedrig
314.0,145.3,113.2,178.9,8.0,869.1,690.2,28,46.23,mittel,hoch,hoch,mittel,mittel,niedrig,niedrig,niedrig
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,100,33.56,niedrig,niedrig,hoch,niedrig,hoch,hoch,mittel,hoch
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,23.35,hoch,mittel,mittel,niedrig,hoch,mittel,niedrig,niedrig
307.0,0.0,0.0,193.0,0.0,968.0,812.0,90,32.92,mittel,niedrig,niedrig,hoch,niedrig,mittel,hoch,hoch
516.0,0.0,0.0,162.0,8.3,801.0,802.0,28,41.37,hoch,niedrig,niedrig,niedrig,mittel,niedrig,mittel,niedrig
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,56,32.85,niedrig,mittel,hoch,niedrig,mittel,hoch,mittel,hoch
427.5,47.5,0.0,228.0,0.0,932.0,594.0,7,35.08,hoch,mittel,niedrig,hoch,niedrig,niedrig,niedrig,niedrig
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28,38.2,niedrig,mittel,hoch,niedrig,mittel,mittel,mittel,niedrig
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7,23.4,hoch,niedrig,niedrig,mittel,niedrig,niedrig,hoch,niedrig
339.0,0.0,0.0,197.0,0.0,968.0,781.0,7,20.97,hoch,niedrig,niedrig,hoch,niedrig,mittel,mittel,niedrig
